4809	(16,15,16)
4810	(16,15,16)
4811	(16,15,16)
4812	(5,2,5)
4814	(16,18,16)
4815	(80,94,80)
4816	(80,36,128)
4817	(16,40,128)
4818	(48,42,48)
4819	(32,25,32)
4820	(32,25,32)
4821	(48,6,48)
4822	(80,94,80)
4823	(80,94,80)
4824	(80,94,80)
4825	(24,6,48)
4826	(24,4,24)
4827	(16,11,16)
4828	(24,3,24)
4829	(24,7,24)
4830	(24,5,24)
4832	(32,6,32)
4833	(112,45,80)
4834	(80,33,80)
4835	(64,65,64?)
4836	(64,16,80)
4837	(80,16,96)
4838	(96,21,80)
4839	(64,31,64)
4840	(32,31,32)
4841	(96,37,96)
4842	(32,33,32)
4843	(48,32,48)
4844	(80,94,80)
4845	(16,23,16)
4847	(14,23,16?)
4848	(15,26,16?)
4849	(16,26,15?)
4850	(96,25,96)
4851	(128,22,64)
4852	(64,29,64)
4853	(64,22,128)
4854	(64,24,64)
4855	(48,17,48)
4856	(64,60,64)
4857	(64,58,64)
4858	(64,22,64)
4859	(10,10,10?)
4860	(14,12,3?)
4861	(32,16,32)?
4866	(16,10,16)
4867	(16,3,16)
4868	(16,3,16)
4869	(16,3,16)
4870	(16,12,16)
4871	(32,10,32)
4872	(32,16,32)?
4873	(16,7,16)
4874	(16,7,16)
4875	(32,35,32)
4876	(16,22,16)
4877	(80,94,80)
4878	(80,94,80)
4879	(80,94,80)
4880	(80,94,80)
4881	(80,94,80)
4882	(80,94,80)
4883	(80,94,80)
4884	(48,94,80)
4885	(80,94,64)
4886	(80,94,80)
4887	(80,94,32?)
4888	(64,94,48)
4889	(32,15,16)
4890	(16,7,16)
4891	(16,31,48)
4892	(80,5,64)
4893	(64,24,96)
4894	(80,32,64)
4895	(9,3,11?)
4896	(10,3,10)
4897	(32,94,32)
4898	(32,94,112)
4899	(32,94,32)
4900	(64,59,96)
4901	(64,5,48)
4902	(48,50,48)
4903	(128,70,128)
4904	(54,15,54)
4905	(64,34,64)
4906	(128,30,255)
4907	(128,94,128)
4908	(16,45,47?)
4909	(128,85,128)
4910	(96,85,112)
4911	(112,36,96)
4912	(48,41,48)
4913	(128,68,96)
4914	(64,14,112)
4915	(32,18,32)
4916	(32,27,32)
4917	(128,89,128)
4918	(32,36,32)? (empty)
4920	(48,14,48)
4921	(13,4,13)?
4922	(32,25,32)
4923	(48,30,48)
4924	(16,12,16)
4925	(128,50,128)
4926	(96,25,96)
4927	(128,64,128)
4928	(32,39,16)
4929	(48,4,48)
4930	(48,16,48)
4931	(64,34,64)
4932	(16,11,16)
4933	(32,44,48?)
4934	(32,11,32)? (empty)
4935	(96,18,96)
4936	(80,75,80)
4937	(80,58,80)
4938	(32,45,32)
4939	(128,33,96)
4940	(48,20,48)
4941	(80,65,80)
4942	(96,35,96)
4943	(64,7,48)
4944	(16,10,32)
4945	(16,12,32)
4947	(48,28,48)
4948	(32,11,32)
4949	(16,11,16)
4950	(8,6,13?)
4951	(38,30,55)
4952	(54,2,74)
4954	(16,45,17?)
4955	(96,40,96)
4956	(16,45,16)
4958	(80,36,80)
4959	(64,26,64)
4960	(128,15,64)
4961	(128,30,128)
4962	(128,64,128)
4963	(128,33,128)
4964	(128,30,128)
4965	(128,45,80)
4966	(64,31,64)
4967	(32,25,32)
4968	(32,36,32)
4969	(48,21,96)
4970	(32,49,32)
4971	(96,66,128?)
4972	(128,30,128)
4973	(96,40,96)
4974	(64,32,64)
4975	(16,12,16)
4976	(32,36,32)
4977	(48,60,48)
4978	(64,32,64)
4979	(48,15,32)
4980	(48,41,48)
4982	(128,10,128)
4983	(64,64,128)
4984	(64,30,128)
4985	(80,55,112)
4986	(16,12,12?)
4987	(48,65,48)
4988	(64,67,64?)
4989	(64,67,64)
4990	(64,65,64)
4991	(16,16,16)? (empty)
4992	(16,16,16)? (empty)
4993	(16,13,32?)
4994	(128,50,65?)
4995	(128,31,128)
4996	(80,94,80)
4997	(112,81,128)
4998	(128,68,128)
4999	(48,69,64)
5000	(32,74,95)
5001	(16,9,16)
5002	(96,40,96)
5003	(128,73,128)
5004	(112,38,32)
5005	(32,28,32)
5006	(16,15,16)
5007	(32,20,32)
5008	(16,15,16)
5009	(16,16,16)? (empty)
5010	(48,5,48)? (empty)
5011	(16,16,16)? (empty)
5012	(16,16,16)? (empty)
5013	(128,94,128)
5014	(80,94,80)
5015	(28,21,38)
5016	(18,4,18)
5017	(128,94,64)
5018	(64,94,64)
5019	(48,22,48)
5020	(64,37,112)
5021	(16,16,16)? (empty)
5022	(16,17,16)
5023	(64,17,125?)
5024	(48,24,64)
5025	(16,7,8)
5026	(32,21,32)
5027	(40,15,30)
5028	(80,63,64)
5029	(66,33,128)
5030	(69,52,108)
5031	(43,19,49)
5032	(128,36,96)
5033	(32,17,32)
5034	(26,13,27?)
5035	(32,19,32)
5039	(16,16,16)
5040	(32,8,32)
5041	(55,46,128)
5042	(16,13,16)
5043	(16,16,16)
5046	(16,11,16)
5047	(32,24,32)
5048	(32,67,32)
5050	(48,19,32)
5051	(48,25,48)
5052	(16,21,32)
5053	(32,67,32)
5054	(16,65,16?)
5055	(80,37,80)
5056	(64,71,64)
5057	(48,20,48)
5058	(64,50,32)
5059	(80,65,80)
5060	(16,26,48)
5061	(16,8,16)
5062	(15,4,16)
5063	(112,15,80)
5064	(80,26,48)
5065	(48,22,48)
5066	(128,42,80?)
5067	(112,50,112)
5068	(48,29,48)
5069	(32,21,32)
5070	(96,40,96)
5071	(48,64,64)
5072	(64,10,64)
5073	(14,34,15?)
5074	(11,24,10?)
5075	(4,30,18) or (6,30,12)??
5076	(57,8,54?)
5077	(64,20,64)
5078	(64,26,64)
5079	(80,26,48)
5080	(80,69,80)
5081	(16,6,16?)
5082	(128,60,128)
5083	(128,60,128)
5084	(96,71,96)
5085	(32,19,32)
5086	(32,66,80)
5087	(128,60,64)
5088	(128,60,64)
5089	(80,20,80)
5090	(128,60,128)
5091	(64,41,48)
5092	(43,9,42)
5093	(32,18,32)
5094	(10,32,10)
5095	(96,35,96)
5096	(48,28,48)
5097	(32,36,32)
5098	(32,49,32)
5099	(16,12,16?)
5100	(32,36,32)
5101	(64,32,64)
5102	(128,55,128)
5103	(16,17,32)
5104	(32,16,32)
5105	(16,13,21?)
5106	(48,67,80?)
5107	(60,17,60)
5108	(16,15,16)
5109	(32,12,32)
5110	(48,63,80)
5111	(32,6,80)
5112	(32,16,32)
5114	(24,9,24)
5115	(24,7,24)
5116	(8,5,7?)
5117	(8,5,7?)
5118	(8,5,7?)
5119	(8,5,7?)
5120	(8,5,7?)
5122	(128,41,128)
5123	(96,45,96)
5127	(48,21,48)
5128	(48,15,32)
5129	(64,40,128)
5130	(40,15,32)
5131	(8,13,16)
5132	(10,6,10)? (empty)
5133	(9,3,7?)
5134	(7,4,7)
5135	(48,5,48)? (empty)
5136	(16,16,16)
5137	(32,18,32)
5138	(32,13,32)
5139	(64,45,64)
5140	(48,22,48)
5141	(32,30,32)
5142	(32,23,32)
5143	(16,21,16)
5144	(128,40,128)
5145	(48,11,48)
5146	(8,13,16)
5147	(8,13,16)
5148	(16,15,16)
5149	(25,19,26)
5150	(64,28,64)
5151	(112,45,112)
5152	(48,25,48)
5153	(64,37,112)
5154	(32,20,32)
5155	(32,11,16)
5156	(128,63,128)
5157	(72,41,72)
5158	(80,60,32)
5159	(96,55,96)
5160	(96,35,96)
5161	(80,58,80)
5162	(112,39,128)
5163	(48,32,48)
5164	(16,16,16)
5165	(16,16,16)
5166	(16,16,16)
5167	(96,12,80)
5168	(95,70,83?)
5170	(24,10,24)? (empty)
5171	(32,3,16)
5172	(32,17,32)
5173	(32,17,32)
5174	(96,34,48?)
5175	(64,32,64)
5176	(112,32,64)
5177	(48,60,48)
5178	(128,71,128?)
5180	(32,42,32)
5181	(24,9,24)
5182	(24,7,24)
5183	(16,10,16)
5184	(112,85,112)
5185	(16,13,16)
5187	(32,16,32)
5188	(64,20,48)
5189	(64,25,64)
5190	(48,20,48)
5191	(48,50,48?)
5192	(128,70,128)
5193	(128,70,128?)
5194	(96,40,96)
5195	(96,40,96)
5197	(32,90,32)
5198	(112,24,80)
5199	(48,17,48)
5200	(128,73,128)
5201	(64,21,32)
5202	(80,13,80)
5203	(80,40,48)
5204	(48,20,48)
5205	(64,25,64)
5206	(32,12,32)
5208	(32,23,32)
5209	(32,19,32)
5210	(96,43,96)
5211	(64,24,80)
5212	(64,25,64)
5213	(80,19,64)
5214	(55,86,128)
5215	(128,35,96)
5216	(64,35,64)
5217	(32,22,32)
5218	(80,36,80)
5219	(112,31,112)
5220	(32,20,32)
5221	(16,16,16)
5222	(80,34,64)
5223	(32,35,32)
5224	(80,53,80)
5225	(64,28,64)
5226	(32,22,48)
5227	(48,19,48)
5228	(32,25,32)
5229	(16,16,20)
5230	(48,20,48)
5231	(48,12,32?)
5232	(128,69,128)
5233	(128,69,128?)
5234	(128,69,128)
5235	(128,69,128?)
5236	(16,69,16?)
5237	(10,5,10)? (empty)
5238	(96,35,96)
5239	(42,26,74)
5240	(48,64,64)
5242	(48,64,64)
5243	(48,64,64)
5244	(80,34,96)
5245	(96,73,96)
5246	(96,58,112)
5247	(128,54,64)
5248	(112,52,64)
5249	(128,94,128)
5250	(128,45,128)
5251	(80,94,80)
5253	(48,30,48)
5254	(48,30,48)
5255	(64,37,80)
5256	(128,40,128)
5257	(32,3,5?)
5258	(96,44,96)
5259	(48,6,48)
5260	(128,40,128)
5261	(112,45,112)
5262	(64,35,64)
5263	(32,37,32)
5264	(67,9,29)
5265	(16,5,16)
5266	(80,27,80)
5267	(16,16,16)
5268	(128,72,128)
5269	(32,40,32)
5270	(128,92,112)
5271	(112,46,112)
5272	(128,66,80)
5273	(128,90,128)
5274	(128,94,128)
5275	(96,85,80)
5276	(112,80,112)
5277	(128,70,128)
5278	(48,35,48)
5279	(32,46,32)
5280	(48,20,48)
5281	(36,72,36)
5282	(128,89,128)
5283	(128,64,128)
5284	(128,69,128)
5285	(128,69,128)
5286	(128,75,128)
5287	(128,75,128)
5288	(32,12,32)
5289	(16,24,32)
5290	(48,5,48)
5291	(64,16,64)
5292	(16,10,16)
5293	(32,10,32)
5294	(48,22,16)
5295	(128,83,128)
5296	(128,89,128)
5297	(48,42,48)
5298	(16,17,16)? (empty)
5299	(128,28,128)
5300	(128,25,96)
5301	(55,14,128)
5302	(74,14,128)
5303	(74,14,128)
5304	(15,17,12?)
5305	(80,59,80)
5306	(128,59,64)
5307	(128,59,80)
5308	(112,59,112)
5309	(128,59,48)
5310	(128,59,128)
5311	(128,68,96)
5312	(112,44,112)
5313	(128,46,128)
5314	(48,85,128)
5315	(96,85,80)
5316	(112,81,112)
5317	(80,82,80)
5318	(64,53,48)
5319	(64,56,64)
5320	(64,43,64)
5321	(80,34,96)
5322	(80,66,96?)
5323	(128,66,96?)
5324	(128,66,80)
5325	(64,74,96)
5326	(64,31,64)
5327	(11,7,16)
5328	(28,4,24)
5329	(80,49,80)
5330	(48,15,32)
5331	(37,9,20?)
5332	(44,13,37)
5333	(23,17,31?)
5334	(47,17,24?)
5335	(25,17,26)
5336	(49,39,38?)
5337	(6,3,7?)
5338	(5,3,6?)
5339	(5,3,6?)
5340	(5,3,6?)
5341	(5,3,6?)
5342	(128,75,32)
5343	(48,94,112)
5344	(128,94,32)
5345	(80,94,128)
5346	(128,94,128)
5347	(80,94,80)
5348	(112,34,80)
5349	(112,44,96)
5350	(16,45,32)
5351	(25,7,24?)
5352	(27,4,26)
5353	(112,31,112)
5354	(39,23,48)
5355	(12,6,9)
5356	(48,23,32)
5357	(48,20,32)
5358	(48,20,48)
5360	(32,30,48)
5361	(32,17,32)
5362	(6,9,14)
5363	(32,18,32)
5365	(16,18,16)
5366	(48,14,84)
5367	(48,14,28)
5372	(74,86,128)
5373	(74,86,128)
5374	(64,51,64)
5375	(16,17,16)
5376	(32,21,32)
5377	(32,17,32)
5378	(32,19,32)
5379	(16,16,16)
5380	(48,68,128)
5381	(128,80,48)
5382	(32,20,32)
5383	(96,48,128)
5384	(64,24,64)
5385	(80,50,128)
5386	(48,34,64)
5387	(48,22,48)
5388	(128,75,128)
5389	(128,55,128)
5390	(128,75,128)
5391	(128,55,128)
5392	(32,21,32)
5393	(8,11,10?)
5394	(64,26,64)
5395	(64,25,64)
5396	(96,25,96)
5397	(48,21,48)
5398	(32,20,32)
5399	(32,22,32)
5400	(32,18,32)
5401	(32,20,32)
5402	(96,24,96?)
5403	(32,18,32)
5404	(128,14,64)
5405	(128,65,96)
5406	(25,7,24?)
5407	(25,7,24?)
5408	(25,7,24?)
5409	(32,70,32)
5410	(61,12,32)? (empty)
5411	(48,24,48)
5412	(112,52,80)
5413	(128,64,128)
5414	(128,94,128)
5415	(128,46,128)
5416	(128,46,128)
5417	(96,46,112)
5418	(64,54,49?)
5419	(64,85,80)
5420	(128,85,112)
5421	(48,50,48)
5422	(96,29,96)
5423	(96,94,80)
5424	(112,67,112)
5425	(112,67,64)
5426	(112,67,112)
5427	(128,85,48)
5428	(64,77,128)
5429	(64,75,64)
5430	(80,75,80)
5431	(128,55,128)
5432	(80,55,80)
5433	(128,55,128)
5434	(128,45,128)
5435	(48,69,48)
5436	(112,76,128)
5437	(96,76,128)
5438	(128,55,128)
5439	(128,55,128)
5440	(128,55,128?)
5441	(128,55,128)
5442	(128,55,128?)
5443	(128,55,128)
5444	(128,55,128)
5445	(64,55,96)
5446	(96,24,96)
5447	(96,24,96)
5448	(96,24,80?)
5449	(96,24,96)
5450	(48,26,48)
5451	(16,5,16)
5452	(48,6,48)
5453	(16,18,16)
5454	(48,6,48)
5455	(48,6,55?)
5456	(48,6,48)
5457	(80,26,80)
5458	(112,63,112)
5459	(96,55,96)
5460	(48,32,48)
5461	(48,45,48)
5462	(32,50,48?)
5463	(80,22,80)
5464	(16,10,16)
5465	(16,12,32)
5466	(32,5,32)
5467	(16,9,16)
5468	(32,9,32)
5469	(16,10,16)
5470	(32,13,32?)
5471	(80,15,80)
5472	(48,16,48)
5473	(48,14,64)
5474	(48,14,48)
5475	(48,29,48)
5476	(8,15,8)
5478	(16,24,32)
5479	(32,20,32)
5480	(?,13,?) (empty)
5481	(16,5,16)
5482	(32,15,48)
5483	(16,16,16?)
5484	(39,4,57?)
5485	(39,4,57?)
5486	(39,4,57?)
5487	(48,40,48)
5488	(32,20,32)
5490	(74,46,128)
5491	(74,46,128)
5492	(64,51,64)
5493	(32,72,32)
5494	(48,15,32)
5495	(24,16,24)
5496	(16,16,16)? (empty)
5497	(16?,16,16?)
5498	(16,5,16)? (empty)
5499	(32,14,30?)
5500	(48,20,48)
5501	(128,34,64)
5502	(16,26,32?)
5503	(16,26,32?)
5504	(16,26,32?)
5505	(16,32,16)
5506	(16,32,16)
5507	(16,32,16)
5508	(128,89,128)
5509	(32,32,32)
5510	(16,16,16?)
5511	(48,32,48?)
5512	(80,94,80)
5513	(128,94,128)
5514	(64,64,16)
5515	(16,32,16)? (empty)
5516	(32,32,32)
5517	(32,32,32)? (empty)
5518	(16,32,16)
5519	(32,16,48)
5520	(48,35,48)
5521	(16,16,16)
5522	(16,16,16)
5523	(64,25,64)
5524	(64,25,64)
5525	(48,10,80)? (empty)
5526	(32,10,48)? (empty)
5527	(32,10,32)? (empty)
5528	(32,10,32)? (empty)
5529	(10,3,10)
5530	(14,3,15?)
5531	(8,3,9?)
5532	(6,2,6)
5533	(48,25,48)
5534	(64,47,64)
5535	(16,14,32)
5536	(32,48,32)
5541	(6,4,6?)
5545	(63,12,52?)
5546	(70,40,70)
5548	(128,75,128)
5549	(80,75,128)
5550	(128,75,96)
5551	(80,55,96)
5552	(64,40,64)
5553	(6,3,5?)
5554	(6,2,6?)
5555	(6,2,5?)
5556	(48,30,64)? (empty)
5557	(64,8,64)
5558	(6,2,6?)
5559	(6,2,6?)
5560	(32,25,32)
5561	(52,30,54)? (empty)
5562	(32,65,32)
5563	(32,64,32)
5564	(32,64,32)
5565	(32,64,32)
5566	(48,71,48)
5567	(48,20,48)
5568	(48,81,48)
5569	(80,29,80)
5570	(96,87,64)
5571	(128,63,80)
5572	(48,20,39?)
5573	(64,59,64)
5574	(64,48,64)
5575	(128,66,128)
5576	(96,79,128)
5577	(112,50,64)
5578	(64,48,48)
5579	(112,52,64)
5580	(80,85,80)
5581	(9,4,8)
5582	(6,2,6?)
5585	(5,2,6?)
5586	(5,5,4?)
5587	(9,5,8?)
5588	(32,57,32)
5589	(128,85,48)
5590	(32,8,32)
5591	(96,85,96)
5592	(128,85,128)
5593	(128,85,128)
5594	(48,66,41?)
5595	(48,63,128)
5596	(128,70,128)
5597	(128,85,128)
5598	(112,76,112)
5599	(128,75,128)
5600	(128,75,112)
5601	(128,85,80)
5602	(80,61,80)
5603	(10,12,11?)
5604	(96,28,64)
5605	(92,37,90)
5606	(48,12,96)
5607	(64,60,64)?
5608	(64,69,64)?
5609	(32,17,32)
5610	(10,7,10?)
5612	(8,17,8)
5613	(128,60,128)
5614	(64,85,112)
5615	(128,85,64)
5616	(48,60,48)
5617	(112,73,128)
5618	(64,85,128)
5619	(128,85,96)
5620	(96,29,96)
5621	(80,85,80)
5622	(112,60,112)
5623	(128,79,64)
5624	(112,70,112)
5625	(112,60,112)
5626	(80,85,48)
5627	(128,60,64)
5628	(112,85,96)
5629	(64,85,64)
5630	(96,85,64)
5631	(96,85,80)
5632	(96,85,80)
5633	(112,70,112)
5634	(96,85,96)
5635	(128,85,32)
5636	(128,79,128)
5637	(64,85,32)
5638	(32,79,32)
5639	(32,85,32)
5640	(96,85,96)
5641	(48,85,48?)
5642	(80,94,80)
5643	(96,29,96)
5644	(112,85,48)
5645	(80,79,48)
5646	(64,85,48)
5647	(80,85,80)
5648	(128,85,128)
5649	(16,58,16?)
5650	(16,50,16)
5651	(96,63,96)
5652	(128,50,128)
5653	(64,50,16)
5654	(128,85,80)
5655	(112,85,96)
5656	(128,85,32)
5657	(48,85,80)
5658	(128,27,128)
5659	(96,30,96)
5660	(7,7,7)
5661	(8,22,8)
5662	(8,10,8)
5663	(8,13,8)
5664	(11,1,11)? (empty)
5670	(10,13,9?)
5671	(8,14,8)
5672	(8,17,8)
5678	(7,3,7)
5686	(16,52,64)
5687	(16,57,64)
5688	(49,18,47)
5689	(4,65,4)
5690	(8,5,8)
5691	(8,5,8)
5692	(48,28,31?)
5693	(10,4,9?)
5695	(7,7,7)
5696	(7,7,7)
5697	(32,6,32)
5698	(7,5,7)
5699	(9,5,7)
5700	(14,7,14)
5701	(15,6,15)
5702	(16,9,12?)
5703	(15,9,15)
5705	(12,22,13?)
5706	(7,9,7)
5707	(16,5,16)
5708	(12,4,12)
5709	(12,7,12)
5710	(15,5,14?)
5711	(16,9,16)
5712	(24,6,24)
5713	(15,9,13?)
5714	(15,10,15)
5715	(15,9,13?)
5716	(15,9,13?)
5717	(16,15,16)
5720	(5,6,5)
5721	(11,5,14?)
5722	(48,24,48)
5723	(8,3,7?)
5724	(12,4,14?)
5725	(16,13,16)
5726	(20,4,11?)
5727	(24,16,24)
5728	(24,16,24)
5729	(24,16,24)
5730	(26,16,26)
5731	(24,16,24)
5732	(24,16,24)
5733	(26,16,26)
5734	(24,16,24)
5735	(32,16,32)
5736	(24,16,24)
5737	(32,21,32)
5738	(32,18,32)
5739	(28,16,28)
5740	(24,16,24)
5741	(24,16,24)
5742	(24,16,24)
5743	(32,16,32)
5744	(26,16,26)
5745	(24,16,24)
5746	(32,16,32)
5747	(24,16,24)
5748	(32,16,32)
5749	(32,16,32)
5750	(26,16,26)
5751	(24,16,24)
5752	(24,16,24)
5753	(32,21,32)
5754	(24,16,24)
5755	(32,20,32)
5756	(24,16,24)
5757	(24,16,24)
5758	(24,16,24)
5759	(24,16,24)
5760	(24,16,24)
5761	(24,16,24)
5762	(26,16,26)
5763	(24,16,24)
5764	(26,16,26)
5765	(32,16,32)
5766	(24,16,24)
5767	(24,16,24)
5768	(24,16,24)
5769	(24,16,24)
5770	(24,16,24)
5771	(26,16,26)
5772	(24,16,24)
5773	(32,16,32)
5774	(24,16,24)
5775	(24,16,24)
5776	(24,16,24)
5777	(28,16,28)
5778	(24,16,24)
5779	(24,16,24)
5780	(24,16,24)
5781	(26,16,26)
5782	(24,16,24)
5783	(32,16,32)
5784	(24,16,24)
5785	(24,16,24)
5786	(26,16,26)
5787	(32,16,32)
5788	(24,16,24)
5789	(30,21,30)
5790	(24,16,24)
5791	(24,16,24)
5792	(26,16,26)
5793	(24,16,24)
5794	(24,16,24)
5795	(24,16,24)
5796	(24,16,24)
5797	(26,16,26)
5798	(24,16,24)
5799	(26,16,26)
5800	(24,16,24)
5801	(26,16,26)
5802	(24,16,24)
5803	(26,16,26)
5804	(24,16,24)
5805	(24,16,24)
5806	(24,16,24)
5807	(24,16,24)
5808	(24,16,24)
5809	(24,16,24)
5810	(28,16,28)
5811	(24,16,24)
5812	(24,16,24)
5813	(24,16,24)
5814	(24,16,24)
5815	(26,16,26)
5816	(26,16,26)
5817	(26,16,26)
5818	(32,16,32)
5819	(24,16,24)
5820	(24,16,24)
5821	(24,16,24)
5822	(24,16,24)
5823	(24,16,24)
5824	(32,16,32)
5825	(28,16,28)
5826	(32,16,32)
5827	(24,16,24)
5828	(24,16,24)

d_7402	(1,1,1)
d_7411	(2,2,2)
d_7412	(1,4,1)
d_7413	(5?,4,4?)
d_7415	(1,4,1)
d_7416	(1,4,1)
d_7417	(1,4,1)
d_7418	(1,4,1)
d_7419	(5,4,4)
d_7420	(1,15,1)
d_7441	(1,4,1)
d_7442	(1,4,1)
d_7443	(1,4,1)
d_7444	(1,4,1)
d_7445	(1,4,1)
d_7446	(1,4,1)
d_7447	(1,4,1)
d_7448	(1,4,1)
d_7449	(1,4,1)
d_7450	(1,4,1)
d_7451	(1,4,1)
d_7452	(1,4,1)
d_7453	(1,4,1)
d_7454	(1,4,1)
d_7455	(1,4,1)
d_7456	(1,4,1)
d_7457	(1,4,1)
d_7458	(1,4,1)
d_7460	(1,4,1)
d_7461	(1,4,1)
d_7502	(1,2,1)
d_7557	(1,1,1) (empty)
d_7558	(1,1,1) (empty)
d_7559	(1,1,1) (empty)
d_7600	(1,1,1) (empty)
d_7618	(1,4,1)
d_7633	(4,3,4)
d_7649	(3,5,3)
d_7650	(3,4,3)
d_7651	(3,4,3)
d_7652	(3,4,3)
d_7706	(1,1,1)
d_7733	(1,2,1)
d_7740	(1,1,1)
d_7744	(1,1,1)
d_7768	(7,1,7)? (empty)
d_7823	(1,1,1)
d_7824	(1,1,1)
d_7825	(1,1,1)
d_7831	(1,1,1)
d_7832	(1,1,1)
d_7836	(2,4,1)
d_7900	(3,4,3)
d_7908	(1,1,1)
d_7911	(3,4,3)
d_7912	(3,4,3)
d_7913	(3,4,3)
d_7956	(9,1,1)?
d_7966	(4,4,4)
d_7973	(2,3,4)?
d_7983	(1,1,1)
d_7994	(6,1,5)? (empty)
d_8028	(3,4,3)
d_8039	(5,2,6)?
d_8146	(1,1,1)
d_8151	(1,1,1)
d_8155	(3,5,3)
d_8156	(3,3,3)
d_8157	(3,4,3)
d_8158	(3,4,3)
d_8264	(5,1,5)
d_8276	(1,2,1)
d_8324	(1,1,1)
d_8325	(5,1,1)? (empty)
d_8326	(3,2,5)
d_8327	(2,1,2)? (empty)
d_8329	(1,1,1) (empty)
d_8330	(1,3,1) (empty)
d_8331	(5,3,6)
d_8334	(5,3,5)
d_8370	(5,4,5)
d_8371	(5,2,5)
d_8398	(1,1,1)
d_8452	(5,2,5)
d_8453	(4,2,5)
d_8454	(5,3,5)
d_8455	(5,2,5)
d_8456	(4,2,4)
d_8460	(1,1,1) (empty)
d_8461	(1,1,1) (empty)
d_8462	(4,3,4)
d_8463	(4,3,4)
d_8464	(4,2,4)
d_8466	(2,1,2)?
d_8467	(2,1,2)?
d_8468	(2,1,2)?
d_8469	(2,1,2)?
d_8470	(2,1,2)?
d_8471	(2,1,2)?
d_8472	(4,4,4)?
d_8481	(1,1,1) (empty)
d_8491	(5,2,4)
d_8505	(4,3,4)
d_8506	(3,3,5)
